base,decision,label_id,area_px,label_path,note
1223_c7-18-1_04_1,accepted,1,3884,G:\Research\imageAnalysis\processed_segmentations\segs\1223_c7-18-1_04_1_Simple Segmentation_labels.png,
0018_c7-17-2_31_1,accepted,1,3880,G:\Research\imageAnalysis\processed_segmentations\segs\0018_c7-17-2_31_1_Simple Segmentation_labels.png,
0321_p24-25-5_06_1,accepted,1,3878,G:\Research\imageAnalysis\processed_segmentations\segs\0321_p24-25-5_06_1_Simple Segmentation_labels.png,
0750_p36-39-2_12_3,accepted,1,3877,G:\Research\imageAnalysis\processed_segmentations\segs\0750_p36-39-2_12_3_Simple Segmentation_labels.png,
0656_p36-40-5_03_2,accepted,1,3875,G:\Research\imageAnalysis\processed_segmentations\segs\0656_p36-40-5_03_2_Simple Segmentation_labels.png,
1098_p36-42-1_08_1,accepted,1,3874,G:\Research\imageAnalysis\processed_segmentations\segs\1098_p36-42-1_08_1_Simple Segmentation_labels.png,
2427_c7-19-4_08_1,accepted,1,3874,G:\Research\imageAnalysis\processed_segmentations\segs\2427_c7-19-4_08_1_Simple Segmentation_labels.png,
2490_c7-19-1_25_1,accepted,1,3874,G:\Research\imageAnalysis\processed_segmentations\segs\2490_c7-19-1_25_1_Simple Segmentation_labels.png,
0003_p3-37-1_44_2,accepted,1,3872,G:\Research\imageAnalysis\processed_segmentations\segs\0003_p3-37-1_44_2_Simple Segmentation_labels.png,
0893_p24-26-1_01_1,accepted,2,3872,G:\Research\imageAnalysis\processed_segmentations\segs\0893_p24-26-1_01_1_Simple Segmentation_labels.png,
1442_c23-1-2_16_1,accepted,1,3872,G:\Research\imageAnalysis\processed_segmentations\segs\1442_c23-1-2_16_1_Simple Segmentation_labels.png,
0415_c23-1-3_33_1,accepted,1,3870,G:\Research\imageAnalysis\processed_segmentations\segs\0415_c23-1-3_33_1_Simple Segmentation_labels.png,
2005_p24-75-1_17_1,accepted,1,3870,G:\Research\imageAnalysis\processed_segmentations\segs\2005_p24-75-1_17_1_Simple Segmentation_labels.png,
0312_p3-36-5_27_1,accepted,1,3869,G:\Research\imageAnalysis\processed_segmentations\segs\0312_p3-36-5_27_1_Simple Segmentation_labels.png,
1276_c7-17-6_09_2,accepted,1,3867,G:\Research\imageAnalysis\processed_segmentations\segs\1276_c7-17-6_09_2_Simple Segmentation_labels.png,
0788_p3-37-2_25_1,accepted,1,3865,G:\Research\imageAnalysis\processed_segmentations\segs\0788_p3-37-2_25_1_Simple Segmentation_labels.png,
1921_c23-2-1_14_1,accepted,1,3864,G:\Research\imageAnalysis\processed_segmentations\segs\1921_c23-2-1_14_1_Simple Segmentation_labels.png,
2199_c36-74-3_43_1,accepted,1,3864,G:\Research\imageAnalysis\processed_segmentations\segs\2199_c36-74-3_43_1_Simple Segmentation_labels.png,
2599_c7-17-6_19_1,accepted,1,3863,G:\Research\imageAnalysis\processed_segmentations\segs\2599_c7-17-6_19_1_Simple Segmentation_labels.png,
0513_c23-1-3_32_1,accepted,1,3862,G:\Research\imageAnalysis\processed_segmentations\segs\0513_c23-1-3_32_1_Simple Segmentation_labels.png,
1925_c23-2-6_16_1,accepted,1,3862,G:\Research\imageAnalysis\processed_segmentations\segs\1925_c23-2-6_16_1_Simple Segmentation_labels.png,
0086_p3-35-4_16_1,accepted,1,3861,G:\Research\imageAnalysis\processed_segmentations\segs\0086_p3-35-4_16_1_Simple Segmentation_labels.png,
0318_p3-36-1_16_1,accepted,1,3859,G:\Research\imageAnalysis\processed_segmentations\segs\0318_p3-36-1_16_1_Simple Segmentation_labels.png,
0986_c36-74-6_02_1,accepted,2,3859,G:\Research\imageAnalysis\processed_segmentations\segs\0986_c36-74-6_02_1_Simple Segmentation_labels.png,
0976_p3-35-4_01_1,accepted,1,3858,G:\Research\imageAnalysis\processed_segmentations\segs\0976_p3-35-4_01_1_Simple Segmentation_labels.png,
2323_c7-19-3_04_1,accepted,1,3858,G:\Research\imageAnalysis\processed_segmentations\segs\2323_c7-19-3_04_1_Simple Segmentation_labels.png,
2514_p36-42-4_31_1,accepted,1,3858,G:\Research\imageAnalysis\processed_segmentations\segs\2514_p36-42-4_31_1_Simple Segmentation_labels.png,
0472_p36-42-2_35_1,accepted,1,3857,G:\Research\imageAnalysis\processed_segmentations\segs\0472_p36-42-2_35_1_Simple Segmentation_labels.png,
1937_p24-26-4_08_1,accepted,1,3856,G:\Research\imageAnalysis\processed_segmentations\segs\1937_p24-26-4_08_1_Simple Segmentation_labels.png,
1581_c7-17-3_34_1,accepted,1,3854,G:\Research\imageAnalysis\processed_segmentations\segs\1581_c7-17-3_34_1_Simple Segmentation_labels.png,
2169_c36-74-3_25_1,accepted,1,3854,G:\Research\imageAnalysis\processed_segmentations\segs\2169_c36-74-3_25_1_Simple Segmentation_labels.png,
0326_p24-75-3_15_1,accepted,1,3852,G:\Research\imageAnalysis\processed_segmentations\segs\0326_p24-75-3_15_1_Simple Segmentation_labels.png,
2422_p3-35-2_21_1,accepted,1,3852,G:\Research\imageAnalysis\processed_segmentations\segs\2422_p3-35-2_21_1_Simple Segmentation_labels.png,
2479_c7-17-2_17_1,accepted,1,3852,G:\Research\imageAnalysis\processed_segmentations\segs\2479_c7-17-2_17_1_Simple Segmentation_labels.png,
0241_c36-74-3_33_1,accepted,2,3849,G:\Research\imageAnalysis\processed_segmentations\segs\0241_c36-74-3_33_1_Simple Segmentation_labels.png,
1003_p36-42-1_04_1,accepted,1,3849,G:\Research\imageAnalysis\processed_segmentations\segs\1003_p36-42-1_04_1_Simple Segmentation_labels.png,
1230_c36-73-4_25_1,accepted,1,3849,G:\Research\imageAnalysis\processed_segmentations\segs\1230_c36-73-4_25_1_Simple Segmentation_labels.png,
0767_c36-73-1_08_1,accepted,1,3848,G:\Research\imageAnalysis\processed_segmentations\segs\0767_c36-73-1_08_1_Simple Segmentation_labels.png,
1414_c7-17-2_11_1,accepted,1,3847,G:\Research\imageAnalysis\processed_segmentations\segs\1414_c7-17-2_11_1_Simple Segmentation_labels.png,
0381_c36-74-6_04_1,accepted,2,3844,G:\Research\imageAnalysis\processed_segmentations\segs\0381_c36-74-6_04_1_Simple Segmentation_labels.png,
0732_p36-39-6_16_1,accepted,1,3844,G:\Research\imageAnalysis\processed_segmentations\segs\0732_p36-39-6_16_1_Simple Segmentation_labels.png,
0077_p24-26-2_23_1,accepted,1,3843,G:\Research\imageAnalysis\processed_segmentations\segs\0077_p24-26-2_23_1_Simple Segmentation_labels.png,
1566_p3-37-1_4_1,accepted,1,3843,G:\Research\imageAnalysis\processed_segmentations\segs\1566_p3-37-1_4_1_Simple Segmentation_labels.png,
2071_p36-40-3_28_1,accepted,2,3843,G:\Research\imageAnalysis\processed_segmentations\segs\2071_p36-40-3_28_1_Simple Segmentation_labels.png,
1439_c7-17-5_38_1,accepted,1,3837,G:\Research\imageAnalysis\processed_segmentations\segs\1439_c7-17-5_38_1_Simple Segmentation_labels.png,
0198_p3-35-2_28_1,accepted,1,3836,G:\Research\imageAnalysis\processed_segmentations\segs\0198_p3-35-2_28_1_Simple Segmentation_labels.png,
1895_c36-73-3_13_1,accepted,1,3835,G:\Research\imageAnalysis\processed_segmentations\segs\1895_c36-73-3_13_1_Simple Segmentation_labels.png,
0145_p24-75-1_29_1,accepted,1,3834,G:\Research\imageAnalysis\processed_segmentations\segs\0145_p24-75-1_29_1_Simple Segmentation_labels.png,
0249_p3-37-2_35_1,accepted,1,3834,G:\Research\imageAnalysis\processed_segmentations\segs\0249_p3-37-2_35_1_Simple Segmentation_labels.png,
1192_c36-73-4_10_1,accepted,1,3834,G:\Research\imageAnalysis\processed_segmentations\segs\1192_c36-73-4_10_1_Simple Segmentation_labels.png,
2655_c36-74-1_13_1,accepted,1,3834,G:\Research\imageAnalysis\processed_segmentations\segs\2655_c36-74-1_13_1_Simple Segmentation_labels.png,
0869_c36-72-1_05_1,accepted,1,3831,G:\Research\imageAnalysis\processed_segmentations\segs\0869_c36-72-1_05_1_Simple Segmentation_labels.png,
1172_c36-72-3_09_4,accepted,1,3831,G:\Research\imageAnalysis\processed_segmentations\segs\1172_c36-72-3_09_4_Simple Segmentation_labels.png,
1707_p3-37-3_16_1,accepted,1,3830,G:\Research\imageAnalysis\processed_segmentations\segs\1707_p3-37-3_16_1_Simple Segmentation_labels.png,
0115_c23-1-1_39_2,accepted,1,3829,G:\Research\imageAnalysis\processed_segmentations\segs\0115_c23-1-1_39_2_Simple Segmentation_labels.png,
0402_p24-25-4_01_1,accepted,1,3829,G:\Research\imageAnalysis\processed_segmentations\segs\0402_p24-25-4_01_1_Simple Segmentation_labels.png,
2290_c7-18-2_23_1,accepted,1,3829,G:\Research\imageAnalysis\processed_segmentations\segs\2290_c7-18-2_23_1_Simple Segmentation_labels.png,
1347_c7-17-6_14_1,accepted,1,3828,G:\Research\imageAnalysis\processed_segmentations\segs\1347_c7-17-6_14_1_Simple Segmentation_labels.png,
1567_c7-18-4_17_1,accepted,1,3828,G:\Research\imageAnalysis\processed_segmentations\segs\1567_c7-18-4_17_1_Simple Segmentation_labels.png,
2563_p36-39-3_11_2,accepted,1,3825,G:\Research\imageAnalysis\processed_segmentations\segs\2563_p36-39-3_11_2_Simple Segmentation_labels.png,
0261_p24-75-6_10_1,accepted,1,3824,G:\Research\imageAnalysis\processed_segmentations\segs\0261_p24-75-6_10_1_Simple Segmentation_labels.png,
0254_p3-37-3_18_2,accepted,1,3823,G:\Research\imageAnalysis\processed_segmentations\segs\0254_p3-37-3_18_2_Simple Segmentation_labels.png,
0685_p36-42-5_07_1,accepted,1,3823,G:\Research\imageAnalysis\processed_segmentations\segs\0685_p36-42-5_07_1_Simple Segmentation_labels.png,
1487_p36-39-5_05_1,accepted,1,3823,G:\Research\imageAnalysis\processed_segmentations\segs\1487_p36-39-5_05_1_Simple Segmentation_labels.png,
2052_p3-35-3_08_1,accepted,1,3820,G:\Research\imageAnalysis\processed_segmentations\segs\2052_p3-35-3_08_1_Simple Segmentation_labels.png,
1576_c7-17-4_16_1,accepted,1,3819,G:\Research\imageAnalysis\processed_segmentations\segs\1576_c7-17-4_16_1_Simple Segmentation_labels.png,
1954_p36-40-2_10_1,accepted,1,3817,G:\Research\imageAnalysis\processed_segmentations\segs\1954_p36-40-2_10_1_Simple Segmentation_labels.png,
2489_c7-18-2_02_1,accepted,1,3817,G:\Research\imageAnalysis\processed_segmentations\segs\2489_c7-18-2_02_1_Simple Segmentation_labels.png,
1537_c23-2-3_03_2,accepted,1,3816,G:\Research\imageAnalysis\processed_segmentations\segs\1537_c23-2-3_03_2_Simple Segmentation_labels.png,
2080_p3-36-6_05_1,accepted,1,3816,G:\Research\imageAnalysis\processed_segmentations\segs\2080_p3-36-6_05_1_Simple Segmentation_labels.png,
2349_p36-39-3_08_1,accepted,1,3813,G:\Research\imageAnalysis\processed_segmentations\segs\2349_p36-39-3_08_1_Simple Segmentation_labels.png,
0310_p24-26-1_08_1,accepted,2,3811,G:\Research\imageAnalysis\processed_segmentations\segs\0310_p24-26-1_08_1_Simple Segmentation_labels.png,
0651_p36-40-1_32_1,accepted,1,3811,G:\Research\imageAnalysis\processed_segmentations\segs\0651_p36-40-1_32_1_Simple Segmentation_labels.png,
2357_c36-74-6_11_1,accepted,1,3811,G:\Research\imageAnalysis\processed_segmentations\segs\2357_c36-74-6_11_1_Simple Segmentation_labels.png,
1125_p36-42-4_20_1,accepted,1,3810,G:\Research\imageAnalysis\processed_segmentations\segs\1125_p36-42-4_20_1_Simple Segmentation_labels.png,
2210_p24-25-4_16_1,accepted,1,3810,G:\Research\imageAnalysis\processed_segmentations\segs\2210_p24-25-4_16_1_Simple Segmentation_labels.png,
1342_c36-72-3_30_2,accepted,1,3809,G:\Research\imageAnalysis\processed_segmentations\segs\1342_c36-72-3_30_2_Simple Segmentation_labels.png,
2240_p3-36-1_13_1,accepted,1,3809,G:\Research\imageAnalysis\processed_segmentations\segs\2240_p3-36-1_13_1_Simple Segmentation_labels.png,
1300_p3-36-2_34_1,accepted,1,3808,G:\Research\imageAnalysis\processed_segmentations\segs\1300_p3-36-2_34_1_Simple Segmentation_labels.png,
0070_p3-36-5_01_1,accepted,1,3806,G:\Research\imageAnalysis\processed_segmentations\segs\0070_p3-36-5_01_1_Simple Segmentation_labels.png,
2447_p36-40-2_02_1,accepted,1,3806,G:\Research\imageAnalysis\processed_segmentations\segs\2447_p36-40-2_02_1_Simple Segmentation_labels.png,
0083_p3-37-2_59_1,accepted,1,3805,G:\Research\imageAnalysis\processed_segmentations\segs\0083_p3-37-2_59_1_Simple Segmentation_labels.png,
0453_c7-18-2_12_1,accepted,1,3804,G:\Research\imageAnalysis\processed_segmentations\segs\0453_c7-18-2_12_1_Simple Segmentation_labels.png,
0148_c36-72-1_20_1,accepted,1,3803,G:\Research\imageAnalysis\processed_segmentations\segs\0148_c36-72-1_20_1_Simple Segmentation_labels.png,
1299_p3-35-6_10_1,accepted,1,3802,G:\Research\imageAnalysis\processed_segmentations\segs\1299_p3-35-6_10_1_Simple Segmentation_labels.png,
2670_p24-25-1_09_1,accepted,1,3802,G:\Research\imageAnalysis\processed_segmentations\segs\2670_p24-25-1_09_1_Simple Segmentation_labels.png,
2663_c7-17-6_12_1,accepted,1,3801,G:\Research\imageAnalysis\processed_segmentations\segs\2663_c7-17-6_12_1_Simple Segmentation_labels.png,
0393_p3-36-5_09_1,accepted,1,3799,G:\Research\imageAnalysis\processed_segmentations\segs\0393_p3-36-5_09_1_Simple Segmentation_labels.png,
1519_c36-73-2_09_1,accepted,1,3797,G:\Research\imageAnalysis\processed_segmentations\segs\1519_c36-73-2_09_1_Simple Segmentation_labels.png,
1784_p3-36-2_25_1,accepted,1,3795,G:\Research\imageAnalysis\processed_segmentations\segs\1784_p3-36-2_25_1_Simple Segmentation_labels.png,
1052_p36-40-2_22_1,accepted,1,3794,G:\Research\imageAnalysis\processed_segmentations\segs\1052_p36-40-2_22_1_Simple Segmentation_labels.png,
0824_p24-25-2_29_1,accepted,1,3793,G:\Research\imageAnalysis\processed_segmentations\segs\0824_p24-25-2_29_1_Simple Segmentation_labels.png,
1548_c23-2-2_17_1,accepted,1,3792,G:\Research\imageAnalysis\processed_segmentations\segs\1548_c23-2-2_17_1_Simple Segmentation_labels.png,
1190_c7-19-3_16_1,accepted,1,3788,G:\Research\imageAnalysis\processed_segmentations\segs\1190_c7-19-3_16_1_Simple Segmentation_labels.png,
1648_p3-36-1_45_1,accepted,1,3785,G:\Research\imageAnalysis\processed_segmentations\segs\1648_p3-36-1_45_1_Simple Segmentation_labels.png,
1815_c23-2-6_03_1,accepted,1,3783,G:\Research\imageAnalysis\processed_segmentations\segs\1815_c23-2-6_03_1_Simple Segmentation_labels.png,
2292_c7-18-2_11_1,accepted,2,3783,G:\Research\imageAnalysis\processed_segmentations\segs\2292_c7-18-2_11_1_Simple Segmentation_labels.png,
1218_p3-36-1_51_1,accepted,1,3781,G:\Research\imageAnalysis\processed_segmentations\segs\1218_p3-36-1_51_1_Simple Segmentation_labels.png,
1720_p36-39-4_02_1,accepted,1,3779,G:\Research\imageAnalysis\processed_segmentations\segs\1720_p36-39-4_02_1_Simple Segmentation_labels.png,
2120_p24-25-3_15_1,accepted,1,3779,G:\Research\imageAnalysis\processed_segmentations\segs\2120_p24-25-3_15_1_Simple Segmentation_labels.png,
0708_p24-26-3_26_1,accepted,1,3777,G:\Research\imageAnalysis\processed_segmentations\segs\0708_p24-26-3_26_1_Simple Segmentation_labels.png,
2647_p3-36-6_04_1,accepted,1,3777,G:\Research\imageAnalysis\processed_segmentations\segs\2647_p3-36-6_04_1_Simple Segmentation_labels.png,
1758_p3-36-6_30_2,accepted,1,3772,G:\Research\imageAnalysis\processed_segmentations\segs\1758_p3-36-6_30_2_Simple Segmentation_labels.png,
0826_p36-39-1_38_1,accepted,1,3771,G:\Research\imageAnalysis\processed_segmentations\segs\0826_p36-39-1_38_1_Simple Segmentation_labels.png,
2665_p36-39-3_23_1,accepted,1,3771,G:\Research\imageAnalysis\processed_segmentations\segs\2665_p36-39-3_23_1_Simple Segmentation_labels.png,
0896_c36-73-3_01_1,accepted,1,3769,G:\Research\imageAnalysis\processed_segmentations\segs\0896_c36-73-3_01_1_Simple Segmentation_labels.png,
0965_c36-73-5_11_1,accepted,1,3769,G:\Research\imageAnalysis\processed_segmentations\segs\0965_c36-73-5_11_1_Simple Segmentation_labels.png,
1287_p24-26-3_30_1,accepted,1,3762,G:\Research\imageAnalysis\processed_segmentations\segs\1287_p24-26-3_30_1_Simple Segmentation_labels.png,
1290_c7-17-1_21_1,accepted,1,3762,G:\Research\imageAnalysis\processed_segmentations\segs\1290_c7-17-1_21_1_Simple Segmentation_labels.png,
1644_c36-72-2_12_1,accepted,1,3761,G:\Research\imageAnalysis\processed_segmentations\segs\1644_c36-72-2_12_1_Simple Segmentation_labels.png,
0978_c23-2-3_28_2,accepted,1,3759,G:\Research\imageAnalysis\processed_segmentations\segs\0978_c23-2-3_28_2_Simple Segmentation_labels.png,
0635_c23-1-6_19_1,accepted,1,3757,G:\Research\imageAnalysis\processed_segmentations\segs\0635_c23-1-6_19_1_Simple Segmentation_labels.png,
0081_c7-19-1_01_1,accepted,1,3756,G:\Research\imageAnalysis\processed_segmentations\segs\0081_c7-19-1_01_1_Simple Segmentation_labels.png,
1531_p24-75-1_08_1,accepted,1,3754,G:\Research\imageAnalysis\processed_segmentations\segs\1531_p24-75-1_08_1_Simple Segmentation_labels.png,
0842_c7-19-2_23_2,accepted,1,3752,G:\Research\imageAnalysis\processed_segmentations\segs\0842_c7-19-2_23_2_Simple Segmentation_labels.png,
0146_p36-42-1_19_3,accepted,1,3747,G:\Research\imageAnalysis\processed_segmentations\segs\0146_p36-42-1_19_3_Simple Segmentation_labels.png,
0075_c23-1-1_38_2,accepted,1,3746,G:\Research\imageAnalysis\processed_segmentations\segs\0075_c23-1-1_38_2_Simple Segmentation_labels.png,
0701_c36-72-2_27_1,accepted,1,3746,G:\Research\imageAnalysis\processed_segmentations\segs\0701_c36-72-2_27_1_Simple Segmentation_labels.png,
1310_p36-42-5_03_1,accepted,1,3746,G:\Research\imageAnalysis\processed_segmentations\segs\1310_p36-42-5_03_1_Simple Segmentation_labels.png,
1379_c36-73-4_22_1,accepted,1,3746,G:\Research\imageAnalysis\processed_segmentations\segs\1379_c36-73-4_22_1_Simple Segmentation_labels.png,
0251_p3-37-1_2_1,accepted,1,3745,G:\Research\imageAnalysis\processed_segmentations\segs\0251_p3-37-1_2_1_Simple Segmentation_labels.png,
1056_c7-19-6_11_1,accepted,1,3745,G:\Research\imageAnalysis\processed_segmentations\segs\1056_c7-19-6_11_1_Simple Segmentation_labels.png,
2259_p36-42-2_33_1,accepted,2,3745,G:\Research\imageAnalysis\processed_segmentations\segs\2259_p36-42-2_33_1_Simple Segmentation_labels.png,
0636_c7-17-5_10_1,accepted,1,3743,G:\Research\imageAnalysis\processed_segmentations\segs\0636_c7-17-5_10_1_Simple Segmentation_labels.png,
0515_c7-19-2_26_2,accepted,1,3740,G:\Research\imageAnalysis\processed_segmentations\segs\0515_c7-19-2_26_2_Simple Segmentation_labels.png,
1775_c7-17-2_27_1,accepted,1,3740,G:\Research\imageAnalysis\processed_segmentations\segs\1775_c7-17-2_27_1_Simple Segmentation_labels.png,
0784_p3-36-1_54_1,accepted,2,3738,G:\Research\imageAnalysis\processed_segmentations\segs\0784_p3-36-1_54_1_Simple Segmentation_labels.png,
1240_p36-40-3_14_1,accepted,1,3738,G:\Research\imageAnalysis\processed_segmentations\segs\1240_p36-40-3_14_1_Simple Segmentation_labels.png,
1396_p24-26-1_25_1,accepted,1,3738,G:\Research\imageAnalysis\processed_segmentations\segs\1396_p24-26-1_25_1_Simple Segmentation_labels.png,
1018_p3-36-3_70_1,accepted,1,3735,G:\Research\imageAnalysis\processed_segmentations\segs\1018_p3-36-3_70_1_Simple Segmentation_labels.png,
0484_c7-19-1_15_1,accepted,1,3732,G:\Research\imageAnalysis\processed_segmentations\segs\0484_c7-19-1_15_1_Simple Segmentation_labels.png,
1932_c23-2-3_21_1,accepted,1,3731,G:\Research\imageAnalysis\processed_segmentations\segs\1932_c23-2-3_21_1_Simple Segmentation_labels.png,
0161_c7-18-1_11_2,accepted,1,3730,G:\Research\imageAnalysis\processed_segmentations\segs\0161_c7-18-1_11_2_Simple Segmentation_labels.png,
0200_p36-40-1_20_1,accepted,1,3729,G:\Research\imageAnalysis\processed_segmentations\segs\0200_p36-40-1_20_1_Simple Segmentation_labels.png,
1370_p24-75-3_08_1,accepted,1,3729,G:\Research\imageAnalysis\processed_segmentations\segs\1370_p24-75-3_08_1_Simple Segmentation_labels.png,
0819_p24-26-6_20_1,accepted,1,3728,G:\Research\imageAnalysis\processed_segmentations\segs\0819_p24-26-6_20_1_Simple Segmentation_labels.png,
1453_p24-75-4_06_1,accepted,1,3727,G:\Research\imageAnalysis\processed_segmentations\segs\1453_p24-75-4_06_1_Simple Segmentation_labels.png,
1398_p36-39-3_25_1,accepted,1,3726,G:\Research\imageAnalysis\processed_segmentations\segs\1398_p36-39-3_25_1_Simple Segmentation_labels.png,
1530_p3-35-3_20_3,accepted,1,3724,G:\Research\imageAnalysis\processed_segmentations\segs\1530_p3-35-3_20_3_Simple Segmentation_labels.png,
2757_p36-42-5_18_1,accepted,1,3723,G:\Research\imageAnalysis\processed_segmentations\segs\2757_p36-42-5_18_1_Simple Segmentation_labels.png,
1017_c36-73-4_03_1,accepted,1,3720,G:\Research\imageAnalysis\processed_segmentations\segs\1017_c36-73-4_03_1_Simple Segmentation_labels.png,
2426_p36-42-2_16_1,accepted,1,3720,G:\Research\imageAnalysis\processed_segmentations\segs\2426_p36-42-2_16_1_Simple Segmentation_labels.png,
2644_p24-26-6_05_1,accepted,2,3718,G:\Research\imageAnalysis\processed_segmentations\segs\2644_p24-26-6_05_1_Simple Segmentation_labels.png,
0267_c7-19-6_28_1,accepted,1,3716,G:\Research\imageAnalysis\processed_segmentations\segs\0267_c7-19-6_28_1_Simple Segmentation_labels.png,
0916_c23-1-4_20_1,accepted,1,3715,G:\Research\imageAnalysis\processed_segmentations\segs\0916_c23-1-4_20_1_Simple Segmentation_labels.png,
2495_p36-40-5_21_2,accepted,1,3714,G:\Research\imageAnalysis\processed_segmentations\segs\2495_p36-40-5_21_2_Simple Segmentation_labels.png,
0490_c7-17-3_12_1,accepted,2,3712,G:\Research\imageAnalysis\processed_segmentations\segs\0490_c7-17-3_12_1_Simple Segmentation_labels.png,
2649_c7-19-3_06_1,accepted,2,3710,G:\Research\imageAnalysis\processed_segmentations\segs\2649_c7-19-3_06_1_Simple Segmentation_labels.png,
1863_c7-19-5_21_1,accepted,1,3709,G:\Research\imageAnalysis\processed_segmentations\segs\1863_c7-19-5_21_1_Simple Segmentation_labels.png,
1304_c36-72-3_19_1,accepted,1,3708,G:\Research\imageAnalysis\processed_segmentations\segs\1304_c36-72-3_19_1_Simple Segmentation_labels.png,
2725_p36-40-1_28_1,accepted,1,3707,G:\Research\imageAnalysis\processed_segmentations\segs\2725_p36-40-1_28_1_Simple Segmentation_labels.png,
1779_p24-75-5_11_1,accepted,1,3706,G:\Research\imageAnalysis\processed_segmentations\segs\1779_p24-75-5_11_1_Simple Segmentation_labels.png,
0617_p3-37-2_18_1,accepted,1,3704,G:\Research\imageAnalysis\processed_segmentations\segs\0617_p3-37-2_18_1_Simple Segmentation_labels.png,
0470_p36-40-2_07_3,accepted,1,3698,G:\Research\imageAnalysis\processed_segmentations\segs\0470_p36-40-2_07_3_Simple Segmentation_labels.png,
0845_p3-37-2_16_1,accepted,1,3698,G:\Research\imageAnalysis\processed_segmentations\segs\0845_p3-37-2_16_1_Simple Segmentation_labels.png,
1154_p36-42-1_16_1,accepted,1,3698,G:\Research\imageAnalysis\processed_segmentations\segs\1154_p36-42-1_16_1_Simple Segmentation_labels.png,
0262_c7-18-6_05_1,accepted,1,3697,G:\Research\imageAnalysis\processed_segmentations\segs\0262_c7-18-6_05_1_Simple Segmentation_labels.png,
1492_c23-2-6_05_1,accepted,1,3697,G:\Research\imageAnalysis\processed_segmentations\segs\1492_c23-2-6_05_1_Simple Segmentation_labels.png,
2343_p3-36-1_52_1,accepted,1,3697,G:\Research\imageAnalysis\processed_segmentations\segs\2343_p3-36-1_52_1_Simple Segmentation_labels.png,
1275_c23-1-2_05_1,accepted,1,3696,G:\Research\imageAnalysis\processed_segmentations\segs\1275_c23-1-2_05_1_Simple Segmentation_labels.png,
0209_p3-37-1_42_1,accepted,1,3694,G:\Research\imageAnalysis\processed_segmentations\segs\0209_p3-37-1_42_1_Simple Segmentation_labels.png,
1734_c36-73-6_15_1,accepted,3,3694,G:\Research\imageAnalysis\processed_segmentations\segs\1734_c36-73-6_15_1_Simple Segmentation_labels.png,
0981_p36-40-2_14_1,accepted,1,3693,G:\Research\imageAnalysis\processed_segmentations\segs\0981_p36-40-2_14_1_Simple Segmentation_labels.png,
0593_p36-39-1_14_1,accepted,1,3692,G:\Research\imageAnalysis\processed_segmentations\segs\0593_p36-39-1_14_1_Simple Segmentation_labels.png,
1382_c23-2-2_07_1,accepted,1,3691,G:\Research\imageAnalysis\processed_segmentations\segs\1382_c23-2-2_07_1_Simple Segmentation_labels.png,
0953_c23-1-1_24_3,accepted,1,3688,G:\Research\imageAnalysis\processed_segmentations\segs\0953_c23-1-1_24_3_Simple Segmentation_labels.png,
0125_c7-19-2_37_1,accepted,1,3687,G:\Research\imageAnalysis\processed_segmentations\segs\0125_c7-19-2_37_1_Simple Segmentation_labels.png,
0705_c7-17-2_07_1,accepted,1,3687,G:\Research\imageAnalysis\processed_segmentations\segs\0705_c7-17-2_07_1_Simple Segmentation_labels.png,
1749_p36-42-4_10_1,accepted,1,3686,G:\Research\imageAnalysis\processed_segmentations\segs\1749_p36-42-4_10_1_Simple Segmentation_labels.png,
1168_c23-1-1_25_1,accepted,1,3685,G:\Research\imageAnalysis\processed_segmentations\segs\1168_c23-1-1_25_1_Simple Segmentation_labels.png,
0133_p36-42-6_06_1,accepted,1,3683,G:\Research\imageAnalysis\processed_segmentations\segs\0133_p36-42-6_06_1_Simple Segmentation_labels.png,
2308_p3-36-5_24_1,accepted,1,3683,G:\Research\imageAnalysis\processed_segmentations\segs\2308_p3-36-5_24_1_Simple Segmentation_labels.png,
0201_p36-40-3_15_1,accepted,1,3682,G:\Research\imageAnalysis\processed_segmentations\segs\0201_p36-40-3_15_1_Simple Segmentation_labels.png,
0797_c7-19-3_30_1,accepted,1,3682,G:\Research\imageAnalysis\processed_segmentations\segs\0797_c7-19-3_30_1_Simple Segmentation_labels.png,
1317_c36-73-1_32_1,accepted,1,3675,G:\Research\imageAnalysis\processed_segmentations\segs\1317_c36-73-1_32_1_Simple Segmentation_labels.png,
2008_p3-35-3_15_2,accepted,1,3674,G:\Research\imageAnalysis\processed_segmentations\segs\2008_p3-35-3_15_2_Simple Segmentation_labels.png,
1264_c36-73-2_29_2,accepted,1,3673,G:\Research\imageAnalysis\processed_segmentations\segs\1264_c36-73-2_29_2_Simple Segmentation_labels.png,
0008_c7-17-3_33_1,accepted,1,3672,G:\Research\imageAnalysis\processed_segmentations\segs\0008_c7-17-3_33_1_Simple Segmentation_labels.png,
1130_p36-42-5_02_1,accepted,1,3670,G:\Research\imageAnalysis\processed_segmentations\segs\1130_p36-42-5_02_1_Simple Segmentation_labels.png,
0531_c7-17-5_15_1,accepted,1,3668,G:\Research\imageAnalysis\processed_segmentations\segs\0531_c7-17-5_15_1_Simple Segmentation_labels.png,
1162_p36-42-2_32_1,accepted,1,3667,G:\Research\imageAnalysis\processed_segmentations\segs\1162_p36-42-2_32_1_Simple Segmentation_labels.png,
